"ID","Replicate Number","Destination Herbarium","NOCA Acc Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
237,1.00,"NOCA",764.00,32553.00,84713.00,,"2005 North Cascades National Park Foray","Polemoniaceae","Polemonium pulcherrimum var. pulcherrimum","Polemonium","pulcherrimum","Hook.","var.","pulcherrimum",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Lindsey Hamilton",,"6",,"6","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Flowers blue.  Uncommon.  Leaves sticky with a very strong pungent smell.  Partial sun.  Base of flowers yellow.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
238,1.00,"NOCA",764.00,32555.00,84732.00,,"2005 North Cascades National Park Foray","Cupressaceae","Juniperus communis var. montana","Juniperus","communis","L.","var.","montana","Ait.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Lindsey Hamilton",,"7",,"7","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Overall prostrate to erect, no taller than 2 decimeters, creeping along ground.  Top of leaves glaucous.",,"Native","Fertile",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
239,2.00,"WTU",764.00,32556.00,84732.00,,"2005 North Cascades National Park Foray","Cupressaceae","Juniperus communis var. montana","Juniperus","communis","L.","var.","montana","Ait.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Lindsey Hamilton",,"7",,"7","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Overall prostrate to erect, no taller than 2 decimeters, creeping along ground.  Top of leaves glaucous.",,"Native","Fertile",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
240,3.00,"UBC",764.00,32557.00,84732.00,,"2005 North Cascades National Park Foray","Cupressaceae","Juniperus communis var. montana","Juniperus","communis","L.","var.","montana","Ait.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Lindsey Hamilton",,"7",,"7","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Overall prostrate to erect, no taller than 2 decimeters, creeping along ground.  Top of leaves glaucous.",,"Native","Fertile",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
241,1.00,"NOCA",764.00,32558.00,84737.00,,"2005 North Cascades National Park Foray","Polygonaceae","Eriogonum pyrolifolium var. coryphaeum","Eriogonum","pyrolifolium","Hook.","var.","coryphaeum","T. & G.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,,,"Lindsey Hamilton",,"8",,"8","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Flowers creamy white.  Partial sun.  Uncommon.  Rocky mineral soil.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
242,2.00,"WTU",764.00,32559.00,84737.00,,"2005 North Cascades National Park Foray","Polygonaceae","Eriogonum pyrolifolium var. coryphaeum","Eriogonum","pyrolifolium","Hook.","var.","coryphaeum","T. & G.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,,,"Lindsey Hamilton",,"8",,"8","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Flowers creamy white.  Partial sun.  Uncommon.  Rocky mineral soil.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
243,1.00,"NOCA",764.00,32560.00,84744.00,,"2005 North Cascades National Park Foray","Crassulaceae","Sedum lanceolatum var. lanceolatum","Sedum","lanceolatum","Torr.","var.","lanceolatum",,,,,,1.00,"Ben Legler","8","Dec",2005.00,"H&C",,"Lindsey Hamilton",,"9",,"9","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinus and Abies are scattered patchy.  Plants are relegated to microsites of soil in between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Relegated to cracks between rocks.  Uncommon.  partial sun.  Annual. Basal and  stem leaves tubular oblanceolate, rosette leaves reddish, flowers bright yellow.  Follicles erect.  Basal leaves reddish and blue-green.",,"Native","Flowering & Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
244,2.00,"WTU",764.00,32561.00,84744.00,,"2005 North Cascades National Park Foray","Crassulaceae","Sedum lanceolatum var. lanceolatum","Sedum","lanceolatum","Torr.","var.","lanceolatum",,,,,,1.00,"Ben Legler","8","Dec",2005.00,"H&C",,"Lindsey Hamilton",,"9",,"9","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinus and Abies are scattered patchy.  Plants are relegated to microsites of soil in between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Relegated to cracks between rocks.  Uncommon.  partial sun.  Annual. Basal and  stem leaves tubular oblanceolate, rosette leaves reddish, flowers bright yellow.  Follicles erect.  Basal leaves reddish and blue-green.",,"Native","Flowering & Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
245,1.00,"NOCA",764.00,32562.00,84766.00,,"2005 North Cascades National Park Foray","Brassicaceae","Arabis lyallii","Arabis","lyallii","Wats.",,,,,,,,1.00,"Ben Legler","27","Jan",2006.00,"H&C",,"Lindsey Hamilton",,"10",,"10","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Purple flowers, erect fruits rocky mineral soil.  Partial sun.",,"Native","Flowering & Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
246,2.00,"WTU",764.00,32563.00,84766.00,,"2005 North Cascades National Park Foray","Brassicaceae","Arabis lyallii","Arabis","lyallii","Wats.",,,,,,,,1.00,"Ben Legler","27","Jan",2006.00,"H&C",,"Lindsey Hamilton",,"10",,"10","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Purple flowers, erect fruits rocky mineral soil.  Partial sun.",,"Native","Flowering & Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
247,1.00,"NOCA",764.00,32564.00,84770.00,,"2005 North Cascades National Park Foray","Poaceae","Elymus elymoides ssp. elymoides","Elymus","elymoides","(Raf.) Swezey","ssp.","elymoides",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"Jepson","(=Sitanion hystrix var. hystrix in H & C).","Lindsey Hamilton",,"11",,"11","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Caespitose bunchgrass, south slope.  base of leaves red.  Inflorescence reddish.  Uncommon.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
248,2.00,"WTU",764.00,32565.00,84770.00,,"2005 North Cascades National Park Foray","Poaceae","Elymus elymoides ssp. elymoides","Elymus","elymoides","(Raf.) Swezey","ssp.","elymoides",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"Jepson","(=Sitanion hystrix var. hystrix in H & C).","Lindsey Hamilton",,"11",,"11","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Caespitose bunchgrass, south slope.  base of leaves red.  Inflorescence reddish.  Uncommon.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
249,1.00,"NOCA",764.00,32566.00,84799.00,,"2005 North Cascades National Park Foray","Poaceae","Poa cusickii","Poa","cusickii","Vasey",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,,,"Lindsey Hamilton",,"12",,"12","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Caespitose bunchgrass.  Uncommon, leaves are flat and green.  Spikes purplish.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
250,2.00,"WTU",764.00,32567.00,84799.00,,"2005 North Cascades National Park Foray","Poaceae","Poa cusickii","Poa","cusickii","Vasey",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,,,"Lindsey Hamilton",,"12",,"12","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Caespitose bunchgrass.  Uncommon, leaves are flat and green.  Spikes purplish.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
251,1.00,"NOCA",764.00,32568.00,84804.00,,"2005 North Cascades National Park Foray","Cyperaceae","Carex rossii","Carex","rossii","Boott",,,,,,,,1.00,"P. F. Zika",,,2005.00,"FNA",,"Lindsey Hamilton",,"13",,"13","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Caespitose.  Uncommon leaves green.  Scattered on rocky mineral soil.",,"Native","Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
252,2.00,"WTU",764.00,32569.00,84804.00,,"2005 North Cascades National Park Foray","Cyperaceae","Carex rossii","Carex","rossii","Boott",,,,,,,,1.00,"P. F. Zika",,,2005.00,"FNA",,"Lindsey Hamilton",,"13",,"13","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Caespitose.  Uncommon leaves green.  Scattered on rocky mineral soil.",,"Native","Fruiting",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
253,1.00,"NOCA",764.00,32570.00,84813.00,,"2005 North Cascades National Park Foray","Saxifragaceae","Heuchera cylindrica var. cylindrica","Heuchera","cylindrica","Dougl.","var.","cylindrica",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Lindsey Hamilton",,"14",,"14","Laura Potash, Steve Hahn, Peter Zika, Emily Sloane, Dorothy Wallace-Senft",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak. Northeast ridge of Reynolds Peak.  Accessed from the Reynolds Peak Trail out of the Twisp River Valley.",7288.00,,2221.00,,48.00,22.50,0.00,"N",120.00,34.40,0.00,"W","WGS 84",,"GPS reading",10.00,679696.42,5360826.71,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky subalpine ridgeline.  Pinalb and Abilas are scattered patchy.  Plants are relegated to microsites of soil in-between rocks.  Very exposed site.  Full to partial sun.  Many trees Krummholtz or with skirting.  Dominant rock type is granite.","Flowers creamy yellow to white.  Occurs in cracks among talus and granite bedrock.",,"Native","Flowering",,"{2B42F793-F3D4-4EAA-9622-A67511F63EF1}",679696.41,5360826.70,"NAD83","OK","Natalya Antonova"
