"ID","Replicate Number","Herbarium Destination","NOCA Acc .","NOCA Catalog .","Label title","Family","Full Scientific Name","Genus","species","Author","Subtaxon rank","Subtaxon","Subtaxon author","Subtaxon2 rank","Subtaxon2 author","Determination Notes","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination_Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper elevation range (ft)","Elevation (meters)","Upper elevation range (meters)","Degrees Lat","Minutes Lat","Seconds Lat","Degrees Long","Minutes Long","Seconds Long","Datum","Accuracy (meters)","Source","UTM Zone","Easting","Northing","Datum_UTM","Accuracy (m)","Source_UTM","Site Description","Specimen Details","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
728,1.00,"NOCA","NOCA-00832","NOCA 31333","2006 North Cascades National Park Foray","Juncaceae","Luzula multiflora ssp. multiflora","Luzula","multiflora","(Ehrh.) Lej.","ssp.","multiflora",,,,,"Ben Legler",20.00,"Sep",2006.00,"FNA Vol. 22",,"Vicky Gempko","06-",8.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. South facing slope along McGregor Mountain Trail.",4742.00,,1446.00,,48.00,24.06,,120.00,49.19,,"WGS 84",,"GPS Reading",10.00,661360.14,5363180.49,"WGS 84",,"Calc. from Lat-Lon","Subalpine meadow dominated by Lomatium sp., Pseudotsuga menziesii, Lupinus sp.","Uncommon in shade of Pseudotsuga menziesii.","Native","Fruiting",,"{164FE546-7AB2-4216-93D5-3877A0EB0269}",661360.13,5363180.49,"NAD83","OK","Natalya Antonova"
729,2.00,"Stehekin","NOCA-00832","NOCA 31334","2006 North Cascades National Park Foray","Juncaceae","Luzula multiflora ssp. multiflora","Luzula","multiflora","(Ehrh.) Lej.","ssp.","multiflora",,,,,"Ben Legler",20.00,"Sep",2006.00,"FNA Vol. 22",,"Vicky Gempko","06-",8.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. South facing slope along McGregor Mountain Trail.",4742.00,,1446.00,,48.00,24.06,,120.00,49.19,,"WGS 84",,"GPS Reading",10.00,661360.14,5363180.49,"WGS 84",,"Calc. from Lat-Lon","Subalpine meadow dominated by Lomatium sp., Pseudotsuga menziesii, Lupinus sp.","Uncommon in shade of Pseudotsuga menziesii.","Native","Fruiting",,"{164FE546-7AB2-4216-93D5-3877A0EB0269}",661360.13,5363180.49,"NAD83","OK","Natalya Antonova"
730,3.00,"WTU","NOCA-00832","NOCA 31335","2006 North Cascades National Park Foray","Juncaceae","Luzula multiflora ssp. multiflora","Luzula","multiflora","(Ehrh.) Lej.","ssp.","multiflora",,,,,"Ben Legler",20.00,"Sep",2006.00,"FNA Vol. 22",,"Vicky Gempko","06-",8.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. South facing slope along McGregor Mountain Trail.",4742.00,,1446.00,,48.00,24.06,,120.00,49.19,,"WGS 84",,"GPS Reading",10.00,661360.14,5363180.49,"WGS 84",,"Calc. from Lat-Lon","Subalpine meadow dominated by Lomatium sp., Pseudotsuga menziesii, Lupinus sp.","Uncommon in shade of Pseudotsuga menziesii.","Native","Fruiting",,"{164FE546-7AB2-4216-93D5-3877A0EB0269}",661360.13,5363180.49,"NAD83","OK","Natalya Antonova"
731,1.00,"NOCA","NOCA-00832","NOCA 31942","2006 North Cascades National Park Foray","Juncaceae","Luzula multiflora ssp. multiflora","Luzula","multiflora","(Ehrh.) Lej.","ssp.","multiflora",,,,,"Ben Legler",23.00,"Oct",2006.00,"FNA vol. 22",,"Maria Gerace","06-",54.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Uncommon; small clumps up to 6 inches in diameter; full sun.","Native","Fruiting",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
732,2.00,"WTU","NOCA-00832","NOCA 31943","2006 North Cascades National Park Foray","Juncaceae","Luzula multiflora ssp. multiflora","Luzula","multiflora","(Ehrh.) Lej.","ssp.","multiflora",,,,,"Ben Legler",23.00,"Oct",2006.00,"FNA vol. 22",,"Maria Gerace","06-",54.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Uncommon; small clumps up to 6 inches in diameter; full sun.","Native","Fruiting",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
733,3.00,"UBC","NOCA-00832","NOCA 31944","2006 North Cascades National Park Foray","Juncaceae","Luzula multiflora ssp. multiflora","Luzula","multiflora","(Ehrh.) Lej.","ssp.","multiflora",,,,,"Ben Legler",23.00,"Oct",2006.00,"FNA vol. 22",,"Maria Gerace","06-",54.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Uncommon; small clumps up to 6 inches in diameter; full sun.","Native","Fruiting",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
734,1.00,"NOCA","NOCA-00832","NOCA 31939","2006 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"FNA vol. 22",,"Maria Gerace","06-",53.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Rare; individual clumps; non-rhizomatous; full sun.","Native","Fruiting",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
735,2.00,"WTU","NOCA-00832","NOCA 31940","2006 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"FNA vol. 22",,"Maria Gerace","06-",53.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Rare; individual clumps; non-rhizomatous; full sun.","Native","Fruiting",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
736,3.00,"UBC","NOCA-00832","NOCA 31941","2006 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"FNA vol. 22",,"Maria Gerace","06-",53.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Rare; individual clumps; non-rhizomatous; full sun.","Native","Fruiting",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
737,1.00,"NOCA","NOCA-00832","NOCA 32090","2006 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 22",,"Matt Lee","06-",14.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North face of Hock Mountain, approximately 0.25 mile northeast of the summit at base of vertical cliffs, just above the talus fields.",6500.00,,1981.00,,48.00,27.27,,120.00,39.55,,"WGS 84",,"GPS reading",10.00,673060.79,5369464.42,"WGS 84",,"Calc. from Lat-Lon","A series of vertical cliffs mixed among ramps and small benches, with lots of wet seepy areas fed by snow-fields from above.  Some areas support stable alpine turf communities while others are active scree and gravel gullies. Little to no sun!  Very cold alpine site.  Aspect: 0; slope: 0-908.","Scattered clumps in gravel and small scree, soil moist.","Native","Flowering",,"{94C609AC-AEBE-42E8-8463-2940630D03F6}",673060.79,5369464.42,"NAD83","OK","Natalya Antonova"
738,2.00,"WTU","NOCA-00832","NOCA 32091","2006 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 22",,"Matt Lee","06-",14.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North face of Hock Mountain, approximately 0.25 mile northeast of the summit at base of vertical cliffs, just above the talus fields.",6500.00,,1981.00,,48.00,27.27,,120.00,39.55,,"WGS 84",,"GPS reading",10.00,673060.79,5369464.42,"WGS 84",,"Calc. from Lat-Lon","A series of vertical cliffs mixed among ramps and small benches, with lots of wet seepy areas fed by snow-fields from above.  Some areas support stable alpine turf communities while others are active scree and gravel gullies. Little to no sun!  Very cold alpine site.  Aspect: 0; slope: 0-908.","Scattered clumps in gravel and small scree, soil moist.","Native","Flowering",,"{94C609AC-AEBE-42E8-8463-2940630D03F6}",673060.79,5369464.42,"NAD83","OK","Natalya Antonova"
739,3.00,"UBC","NOCA-00832","NOCA 32092","2006 North Cascades National Park Foray","Juncaceae","Luzula piperi","Luzula","piperi","(Cov.) Jones",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 22",,"Matt Lee","06-",14.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North face of Hock Mountain, approximately 0.25 mile northeast of the summit at base of vertical cliffs, just above the talus fields.",6500.00,,1981.00,,48.00,27.27,,120.00,39.55,,"WGS 84",,"GPS reading",10.00,673060.79,5369464.42,"WGS 84",,"Calc. from Lat-Lon","A series of vertical cliffs mixed among ramps and small benches, with lots of wet seepy areas fed by snow-fields from above.  Some areas support stable alpine turf communities while others are active scree and gravel gullies. Little to no sun!  Very cold alpine site.  Aspect: 0; slope: 0-908.","Scattered clumps in gravel and small scree, soil moist.","Native","Flowering",,"{94C609AC-AEBE-42E8-8463-2940630D03F6}",673060.79,5369464.42,"NAD83","OK","Natalya Antonova"
740,1.00,"NOCA","NOCA-00832","NOCA 32068","2006 North Cascades National Park Foray","Juncaceae","Luzula spicata","Luzula","spicata","(L.) DC.",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 22",,"Matt Lee","06-",5.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North face of Hock Mountain, approximately 0.25 mile northeast of the summit at base of vertical cliffs, just above the talus fields.",6500.00,,1981.00,,48.00,27.27,,120.00,39.55,,"WGS 84",,"GPS reading",10.00,673060.79,5369464.42,"WGS 84",,"Calc. from Lat-Lon","A series of vertical cliffs mixed among ramps and small benches, with lots of wet seepy areas fed by snow-fields from above.  Some areas support stable alpine turf communities while others are active scree and gravel gullies. Little to no sun!  Very cold alpine site.  Aspect: 0; slope: 0-908.","Panicle drooping; found in scattered clumps; moist soil; uncommon.","Native","Fruiting",,"{94C609AC-AEBE-42E8-8463-2940630D03F6}",673060.79,5369464.42,"NAD83","OK","Natalya Antonova"
741,2.00,"WTU","NOCA-00832","NOCA 32069","2006 North Cascades National Park Foray","Juncaceae","Luzula spicata","Luzula","spicata","(L.) DC.",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 22",,"Matt Lee","06-",5.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North face of Hock Mountain, approximately 0.25 mile northeast of the summit at base of vertical cliffs, just above the talus fields.",6500.00,,1981.00,,48.00,27.27,,120.00,39.55,,"WGS 84",,"GPS reading",10.00,673060.79,5369464.42,"WGS 84",,"Calc. from Lat-Lon","A series of vertical cliffs mixed among ramps and small benches, with lots of wet seepy areas fed by snow-fields from above.  Some areas support stable alpine turf communities while others are active scree and gravel gullies. Little to no sun!  Very cold alpine site.  Aspect: 0; slope: 0-908.","Panicle drooping; found in scattered clumps; moist soil; uncommon.","Native","Fruiting",,"{94C609AC-AEBE-42E8-8463-2940630D03F6}",673060.79,5369464.42,"NAD83","OK","Natalya Antonova"
742,3.00,"UBC","NOCA-00832","NOCA 32070","2006 North Cascades National Park Foray","Juncaceae","Luzula spicata","Luzula","spicata","(L.) DC.",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 22",,"Matt Lee","06-",5.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North face of Hock Mountain, approximately 0.25 mile northeast of the summit at base of vertical cliffs, just above the talus fields.",6500.00,,1981.00,,48.00,27.27,,120.00,39.55,,"WGS 84",,"GPS reading",10.00,673060.79,5369464.42,"WGS 84",,"Calc. from Lat-Lon","A series of vertical cliffs mixed among ramps and small benches, with lots of wet seepy areas fed by snow-fields from above.  Some areas support stable alpine turf communities while others are active scree and gravel gullies. Little to no sun!  Very cold alpine site.  Aspect: 0; slope: 0-908.","Panicle drooping; found in scattered clumps; moist soil; uncommon.","Native","Fruiting",,"{94C609AC-AEBE-42E8-8463-2940630D03F6}",673060.79,5369464.42,"NAD83","OK","Natalya Antonova"
743,1.00,"NOCA","NOCA-00832","NOCA 31995","2006 North Cascades National Park Foray","Lycopodiaceae","Lycopodium sitchense","Lycopodium","sitchense","Rupr.",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"Flora of PNW",,"Maria Gerace","06-",72.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Mat-forming among heath; uncommon.","Native","Spores",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
744,2.00,"WTU","NOCA-00832","NOCA 31996","2006 North Cascades National Park Foray","Lycopodiaceae","Lycopodium sitchense","Lycopodium","sitchense","Rupr.",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"Flora of PNW",,"Maria Gerace","06-",72.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Mat-forming among heath; uncommon.","Native","Spores",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
745,3.00,"UBC","NOCA-00832","NOCA 31997","2006 North Cascades National Park Foray","Lycopodiaceae","Lycopodium sitchense","Lycopodium","sitchense","Rupr.",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"Flora of PNW",,"Maria Gerace","06-",72.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Mat-forming among heath; uncommon.","Native","Spores",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
746,1.00,"NOCA","NOCA-00832","NOCA 31630","2006 North Cascades National Park Foray","Asteraceae","Madia exigua","Madia","exigua","(J.E. Smith) Gray",,,,,,,"Ben Legler",3.00,"Oct",2006.00,"FNA Vol. 21",,"Ben Legler",,3518.00,,,30.00,"Jun",2006.00,"USA","Washington","Chelan","Buckner Orchard in Stehekin Valley. 1.6 miles northwest of Stehekin. Lake Chelan National Recreation Area.",1160.00,,354.00,,48.00,20.00,7.10,120.00,42.00,1.70,"WGS 84",2.00,"GPS reading",10.00,670414.69,5356124.57,"WGS 84",2.00,"GPS reading","Maintained orchard. Occasionally mowed grass and gravel access roads.","Flowers yellow.","Native","Flowering & Fruiting",,"{87380516-78FB-49A1-B3E7-6C249E7BDD4E}",670414.68,5356124.56,"NAD83","OK","Natalya Antonova"
747,2.00,"Stehekin","NOCA-00832","NOCA 31631","2006 North Cascades National Park Foray","Asteraceae","Madia exigua","Madia","exigua","(J.E. Smith) Gray",,,,,,,"Ben Legler",3.00,"Oct",2006.00,"FNA Vol. 21",,"Ben Legler",,3518.00,,,30.00,"Jun",2006.00,"USA","Washington","Chelan","Buckner Orchard in Stehekin Valley. 1.6 miles northwest of Stehekin. Lake Chelan National Recreation Area.",1160.00,,354.00,,48.00,20.00,7.10,120.00,42.00,1.70,"WGS 84",2.00,"GPS reading",10.00,670414.69,5356124.57,"WGS 84",2.00,"GPS reading","Maintained orchard. Occasionally mowed grass and gravel access roads.","Flowers yellow.","Native","Flowering & Fruiting",,"{87380516-78FB-49A1-B3E7-6C249E7BDD4E}",670414.68,5356124.56,"NAD83","OK","Natalya Antonova"
748,3.00,"WTU","NOCA-00832","NOCA 31632","2006 North Cascades National Park Foray","Asteraceae","Madia exigua","Madia","exigua","(J.E. Smith) Gray",,,,,,,"Ben Legler",3.00,"Oct",2006.00,"FNA Vol. 21",,"Ben Legler",,3518.00,,,30.00,"Jun",2006.00,"USA","Washington","Chelan","Buckner Orchard in Stehekin Valley. 1.6 miles northwest of Stehekin. Lake Chelan National Recreation Area.",1160.00,,354.00,,48.00,20.00,7.10,120.00,42.00,1.70,"WGS 84",2.00,"GPS reading",10.00,670414.69,5356124.57,"WGS 84",2.00,"GPS reading","Maintained orchard. Occasionally mowed grass and gravel access roads.","Flowers yellow.","Native","Flowering & Fruiting",,"{87380516-78FB-49A1-B3E7-6C249E7BDD4E}",670414.68,5356124.56,"NAD83","OK","Natalya Antonova"
749,1.00,"NOCA","NOCA-00832","NOCA 31814","2006 North Cascades National Park Foray","Liliaceae","Maianthemum racemosum ssp. amplexicaule","Maianthemum","racemosum","(L.) Link","ssp.","amplexicaule","(Nutt.) LaFrankie",,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 26",,"Jennette Timmer",,420.00,,,28.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Base of Purple Creek Pass Trail where trail passes waterfall. 300 meters east of Stehekin.",1280.00,,390.00,,48.00,18.00,34.00,120.00,39.00,13.00,"WGS 84",,"Gref. digital map",10.00,673977.00,5353360.00,"WGS 84",,"Gref. digital map","Open mixed conifer forest with shady mesic rocky understory along perennial stream.","Frequent in moist soil around creek. Stems arching, unbranched, 1 to 1.5 meters long.","Native","Fruiting",,"{01F551A6-A8E1-42E8-8256-740D65BE71B2}",673976.99,5353359.99,"NAD83","OK","Natalya Antonova"
