Replicate#	Destination Herbarium	NPS Accession Number	NPS Catalog Number	WTU Database ID	WTU Accession Number	Family	Scientific Name	Genus	Species	Author	Subspecific Rank	Subspecific taxon	Subspecific Author	Determiner	Determination Day	Determination Month	Determination Year	Determination Source	Collector Name	Collector Number Prefix	Collector Number	Collector Number Suffix	Associated Collector	Collection Day	Collection Month	Collection Year	Country	State	County	Locality	Elevation (ft.)	Elevation (m)	Dec. Latitude	N or S	Decimal Long.	W or E	Lat-Long Datum	Accuracy (m)	UTM Zone	Easting	Northing	Datum	UTM Source	Site description	Specimen Details	Origin	Phenology	
1	MORA	MORA-523	17410	164266		Scrophulariaceae	Castilleja parviflora var. oreopola	Castilleja	parviflora	Bong.	var.	oreopola	(Greenm.) Ownbey	David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	10		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in mesic soil in talus slope.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17411	164266		Scrophulariaceae	Castilleja parviflora var. oreopola	Castilleja	parviflora	Bong.	var.	oreopola	(Greenm.) Ownbey	David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	10		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in mesic soil in talus slope.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17412	164266		Scrophulariaceae	Castilleja parviflora var. oreopola	Castilleja	parviflora	Bong.	var.	oreopola	(Greenm.) Ownbey	David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	10		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in mesic soil in talus slope.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17413	164267		Saxifragaceae	Mitella trifida	Mitella	trifida	Grah.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	11		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	"Scattered in moist, rocky soil at base of rock face."	Native	Fruiting	
2	WTU	MORA-523	17414	164267		Saxifragaceae	Mitella trifida	Mitella	trifida	Grah.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	11		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	"Scattered in moist, rocky soil at base of rock face."	Native	Fruiting	
3	UBC	MORA-523	17415	164267		Saxifragaceae	Mitella trifida	Mitella	trifida	Grah.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	11		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	"Scattered in moist, rocky soil at base of rock face."	Native	Fruiting	
1	MORA	MORA-523	17416	164268		Saxifragaceae	Saxifraga tolmiei var. tolmiei	Saxifraga	tolmiei	T. & G.	var.	tolmiei		David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	12		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common among rocks in dry soil areas of meadow.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17417	164268		Saxifragaceae	Saxifraga tolmiei var. tolmiei	Saxifraga	tolmiei	T. & G.	var.	tolmiei		David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	12		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common among rocks in dry soil areas of meadow.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17418	164268		Saxifragaceae	Saxifraga tolmiei var. tolmiei	Saxifraga	tolmiei	T. & G.	var.	tolmiei		David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	12		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common among rocks in dry soil areas of meadow.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17419	164269		Asteraceae	Erigeron glacialis var. glacialis	Erigeron	glacialis	(Nutt.) A. Nelson	var.	glacialis		David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	15		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Rays light blue/pink. Locally common in mesic area of talus slope.	Native	Flowering	
2	WTU	MORA-523	17420	164269		Asteraceae	Erigeron glacialis var. glacialis	Erigeron	glacialis	(Nutt.) A. Nelson	var.	glacialis		David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	15		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Rays light blue/pink. Locally common in mesic area of talus slope.	Native	Flowering	
3	UBC	MORA-523	17421	164269		Asteraceae	Erigeron glacialis var. glacialis	Erigeron	glacialis	(Nutt.) A. Nelson	var.	glacialis		David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	15		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Rays light blue/pink. Locally common in mesic area of talus slope.	Native	Flowering	
1	MORA	MORA-523	17422	164270		Asteraceae	Antennaria rosea	Antennaria	rosea	Greene				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	16		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon in rock crevices at base of rock face.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17423	164270		Asteraceae	Antennaria rosea	Antennaria	rosea	Greene				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	16		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon in rock crevices at base of rock face.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17424	164271		Dryopteridaceae	Polystichum lonchitis	Polystichum	lonchitis	(L.) Roth				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	19		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Growing at base of rock face in crevices.	Native	Spores	
1	MORA	MORA-523	17425	164272		Juncaceae	Juncus parryi	Juncus	parryi	Engelm.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	21		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Scattered at base of rock face.	Native	Fruiting	
2	WTU	MORA-523	17426	164272		Juncaceae	Juncus parryi	Juncus	parryi	Engelm.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	21		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Scattered at base of rock face.	Native	Fruiting	
3	UBC	MORA-523	17427	164272		Juncaceae	Juncus parryi	Juncus	parryi	Engelm.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	21		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Scattered at base of rock face.	Native	Fruiting	
1	MORA	MORA-523	17428	164273		Hydrophyllaceae	Romanzoffia sitchensis	Romanzoffia	sitchensis	Bong.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	22		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in moist areas at base of rock face.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17429	164273		Hydrophyllaceae	Romanzoffia sitchensis	Romanzoffia	sitchensis	Bong.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	22		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in moist areas at base of rock face.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17430	164273		Hydrophyllaceae	Romanzoffia sitchensis	Romanzoffia	sitchensis	Bong.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	22		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in moist areas at base of rock face.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17431	164274		Saxifragaceae	Saxifraga mertensiana	Saxifraga	mertensiana	Bong.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	23		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in crevices at base of rock face.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17432	164274		Saxifragaceae	Saxifraga mertensiana	Saxifraga	mertensiana	Bong.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	23		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in crevices at base of rock face.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17433	164274		Saxifragaceae	Saxifraga mertensiana	Saxifraga	mertensiana	Bong.				David Giblin	16	Sep	2007	H&C	Vicky Weafer	07-	23		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in crevices at base of rock face.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17434	164275		Poaceae	Festuca brachyphylla ssp. brachyphylla	Festuca	brachyphylla	J.A. Schultes ex J.A. & J.H. Schultes	ssp.	brachyphylla		David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	26		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Rare in rock crevice.	Native	Fruiting	
1	MORA	MORA-523	17435	164276		Polygonaceae	Oxyria digyna	Oxyria	digyna	(L.) Hill				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	27		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common throughout talus slope.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17436	164277		Poaceae	Poa stenantha	Poa	stenantha	Trin.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	28		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Uncommon in mesic soil at base of rockface.	Native	Flowering	
2	WTU	MORA-523	17437	164277		Poaceae	Poa stenantha	Poa	stenantha	Trin.				David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	28		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Uncommon in mesic soil at base of rockface.	Native	Flowering	
1	MORA	MORA-523	17438	164278		Poaceae	Poa secunda ssp. secunda	Poa	secunda	Presl.	ssp.	secunda		David Giblin	16	Sep	2007	FNA	Vicky Weafer	07-	30		"Dan Paquette, David Giblin, Megan A. Jensen, Richard Ramsden"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon at base of rock face.	Native	Fertile	
