"Cat .","Acc .","Family","Scientific Name","Common Name","Collector","Collect .","Coll Date","National Park Service","Ident By","Ident Date","Locality","Park Name","County","State","UTM Z/E/N","Elevation M","Habitat","Slope","Aspect","Substrate","Assoc Spec","Park Code","UTM_Y","UTM_X","Last_Edited","Who_Edited","Comment","ITIS_Name"
"SAJH  230315","SAJH-00081","Brassicaceae","Mycelis muralis L.","wall-lettuce","Teresa DeKoker","114",6/28/2001 0:00:00,,"Teresa DeKoker",6/28/2001 0:00:00,"English Camp:  Officers' Quarter's site","San Juan Island National Historical Park","SAN JUAN","WA","10/489044/5381389",23,"Old disturbed homestead site-- open forest-- meadow-- partial sun",9,340,"duff","Festuca subulata/Sanicula crassicaulis/Osmorhiza chilensis","SAJH",5381389,489044,,"",,"Mycelis muralis"
"SAJH  230316","SAJH-00081","Boraginaceae","Myosotis discolor Pers.","yellow and blue forget-me-not","Steve Hahn","10",5/23/2001 0:00:00,,"Steve Hahn",5/23/2001 0:00:00,"American Camp:  meadow below the Jakle's Lagoon parking lot-- near Old Town Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500075/5367885",30,"Prairie dominated by non-native grasses-- full sun",4,302,"deep soil","Poa pratensis/Vicia americana","SAJH",5367885,500075,,"",,"Myosotis discolor"
"SAJH  230317","SAJH-00081","Boraginaceae","Myosotis discolor Pers.","yellow and blue forget-me-not","Steve Hahn","326",5/23/2001 0:00:00,,"Steve Hahn",5/23/2001 0:00:00,"American Camp:  meadow below the Jakle's Lagoon parking lot-- near Old Town Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500075/5367885",30,"Prairie dominated by non-native grasses-- full sun",4,302,"deep soil","Poa pratensis/Vicia americana","SAJH",5367885,500075,,"",,"Myosotis discolor"
"SAJH  230318","SAJH-00081","Hydrophyllaceae","Nemophila parviflora var. parviflora","smallflowerd nemophila","Steve Hahn","80",5/30/2001 0:00:00,,"Steve Hahn",5/30/2001 0:00:00,"English Camp:  along the trail to Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489475/5381140",76,"Prairie community adjacent to a trail-- lots of non-native species-- partial sun",11,288,"mineral soil","Osmorhiza chilensis/Trientalis borealis/Galium triflorum/Trientalis borealis","SAJH",5381140,489475,,"",,"Nemophila parviflora var. parviflora"
"SAJH  230319","SAJH-00081","Apiaceae","Oenanthe sarmentosa Presl.","water parsely","Teresa DeKoker","74",6/21/2001 0:00:00,,"Steve Hahn",6/21/2001 0:00:00,"American Camp:  adjacent to the west end of the South Beach parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/499550/5367130",2,"Roadside swale that holds water in the spring-- full sun-- 100m. from shoreline",1,180,"mineral soil","Urtica dioica/Circium sp./Holcus lanatus","SAJH",5367130,499550,,"",,"Oenanthe sarmentosa"
"SAJH  230320","SAJH-00081","Apiaceae","Osmorhiza berteroi D.C.","sweet cicely","Steve Hahn","74",5/30/2001 0:00:00,,"Steve Hahn",9/19/2001 0:00:00,"Engligh Camp:  50m from the West Valley Rd. along the trail to Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489420/5381280",64,"Coniferous forest with an overstory of Douglas and grand fir",11,289,"mineral soil","Trientalis borealis/Rosa gymnocarpa","SAJH",5381280,489420,,"",,"Osmorhiza berteroi"
"SAJH  230321","SAJH-00081","Apiaceae","Osmorhiza purpurea (Coult & Rose) Suksd.","purple sweet-cicely","Steve Hahn","192",6/28/2001 0:00:00,,"Steve Hahn",6/28/2001 0:00:00,"English Camp:  forest surrounding the Officers' Quarters","San Juan Island National Historical Park","SAN JUAN","WA","10/489044/5381389",23,"Coniferous forest dominated by Douglas fir-- partial shade",6,340,"mineral soil","Festuca subulata/Mycelis muralis/Fragaria vesca","SAJH",5381389,489044,,"",,"Osmorhiza purpurea"
"SAJH  230322","SAJH-00081","Apiaceae","Osmorhiza purpurea (Coult & Rose) Suksd.","purple sweet-cicely","Steve Hahn","373",6/28/2001 0:00:00,,"Steve Hahn",6/28/2001 0:00:00,"English Camp:  forest surrounding the Officers' Quarters","San Juan Island National Historical Park","SAN JUAN","WA","10/489044/5381389",23,"Coniferous forest dominated by Douglas fir-- partial shade",6,340,"mineral soil","Festuca subulata/Mycelis muralis/Fragaria vesca","SAJH",5381389,489044,,"",,"Osmorhiza purpurea"
"SAJH  230323","SAJH-00081","Fumariaceae","Papaver somniferum (L.)","Opium poppy","Teresa DeKoker","108",6/27/2001 0:00:00,,"Steve Hahn",6/27/2001 0:00:00,"American Camp:  east side of the Visitor Center","San Juan Island National Historical Park","SAN JUAN","WA","10/498270/5367915",45,"Meadow community",8,38,"mineral soil","Holcus lanatus/Festuca sp.","SAJH",5367915,498270,,"",,"Papaver somniferum"
"SAJH  230324","SAJH-00081","Scrophulariaceae","Parentucellia viscosa L.","yellow parentucellia","Teresa DeKoker","23",6/8/2001 0:00:00,,"Teresa DeKoker",6/8/2001 0:00:00,"American Camp:  along the bluff trail-- one cove east of Grandma's cove","San Juan Island National Historical Park","SAN JUAN","WA","10/498470/5367185",15,"Prairie at the top of bluff-- dominated by non-native grasses-- full sun",12,180,"mineral soil","Holcus lanatus/Poa pratensis/Bromus sp.","SAJH",5367185,498470,,"",,"Parentucellia viscosa"
"SAJH  230325","SAJH-00081","Polypodiaceae","Pentagramma triangularis ssp. triangularis (Kaulfuss) Yatskievych, Windham & Wollenweber","goldback fern","Teresa DeKoker","34",6/13/2001 0:00:00,,"Steve Hahn",6/13/2001 0:00:00,"English Camp:  Young Hill-- approx. 50' down southwest side from the top","San Juan Island National Historical Park","SAN JUAN","WA","10/489800/5381200",152,"Attached to rock face in cool-- shaded cracks",140,100,"moss/bassalt","Moss sp./Acer macrophyllum var. douglasii","SAJH",5381200,489800,,"",,"Pentagramma triangularis ssp. triangularis"
"SAJH  230326","SAJH-00081","Poaceae","Phalaris arundinacea L.","reed canarygrass","Steve Hahn","152",6/21/2001 0:00:00,,"Steve Hahn",6/21/2001 0:00:00,"American Camp:  west end of the South Beach Road","San Juan Island National Historical Park","SAN JUAN","WA","10/499555/5367125",5,"Roadside swale that holds water in the spring-- full sun-- occurs in large rhizomatous mats.",2,180,"mineral soil","Urtica dioica/Circium arvense/Holcus lanatus","SAJH",5367125,499555,,"",,"Phalaris arundinacea"
"SAJH  230327","SAJH-00081","Poaceae","Phalaris arundinacea L.","reed canarygrass","Steve Hahn","228",7/16/2001 0:00:00,,"Steve Hahn",7/17/2001 0:00:00,"American Camp:  northwest corner of the park-- close to the Cattle Point Rd.","San Juan Island National Historical Park","SAN JUAN","WA","10/497730/5368315",44,"Edge of wetland-- full sun-- minor tree encroachment into wetland",1,100,"mineral soil","Carex obnupta/Populus tremuloides/Rosa gymnocarpa/Pyrus fusca","SAJH",5368315,497730,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Phalaris arundinacea"
"SAJH  230328","SAJH-00081","Poaceae","Phalaris arundinacea L.","reed canarygrass","Steve Hahn","404",6/21/2001 0:00:00,,"Steve Hahn",6/21/2001 0:00:00,"American Camp:  west end of the South Beach Road","San Juan Island National Historical Park","SAN JUAN","WA","10/499555/5367125",5,"Roadside swale that holds water in the spring-- full sun-- occurs in large rhizomatous mats",2,180,"mineral soil","Urtica dioica/Circium arvense/Holcus lanatus","SAJH",5367125,499555,,"",,"Phalaris arundinacea"
"SAJH  230329","SAJH-00081","Poaceae","Phleum pratense L.","common timothy","Teresa DeKoker","143",7/25/2001 0:00:00,,"Teresa DeKoker",9/18/2001 0:00:00,"English Camp:  east of the old Archeological Camp","San Juan Island National Historical Park","SAN JUAN","WA","10/489081/5381785",8,"Alder grove interspersed with meadows-- more sun than shade",3,20,"mineral soil","Alnus rubra/Holcus lanatus/Rubus ursinus","SAJH",5381785,489081,,"",,"Phleum pratense"
"SAJH  230330","SAJH-00081","Poaceae","Phleum pratense L.","common timothy","Teresa DeKoker","132",7/11/2001 0:00:00,,"Steve Hahn",9/17/2001 0:00:00,"English Camp:  forest between wetlands","San Juan Island National Historical Park","SAN JUAN","WA","10/489693/5382279",34,"Found in well lit gaps in coniferous forest.",3,310,"moss","Pseudotsuga menziesii/Polystichum munitum/Rubus ursinus/Holcus lanatus","SAJH",5382279,489693,,"",,"Phleum pratense"
"SAJH  230331","SAJH-00081","Pinaceae","Picea sitchensis (Bong.) Carr.","sitka spruce","Teresa DeKoker","119",7/2/2001 0:00:00,,"Teresa DeKoker",7/2/2001 0:00:00,"American Camp:  edge of Third Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/501918/5367571",0,"Edge of brackish water lagoon",0,0,"mineral soil","Pseudotsuga menziesii/Tsuga heterophylla/Gaultheria shallon","SAJH",5367571,501918,,"",,"Picea sitchensis"
"SAJH  230332","SAJH-00081","Pinaceae","Pinus contorta (Dougl.) var. latifolia","lodgepole pine","Teresa DeKoker","88",6/23/2001 0:00:00,,"Teresa DeKoker",6/23/2001 0:00:00,"English Camp:  along the shore of Garrison Bay","San Juan Island National Historical Park","SAN JUAN","WA","10/488438/5381852",0,"Hanging over the shore on a steep slope-- full sun",120,248,"mineral soil","Shepherdia canadensis/Pseudotsuga menziesii/Arbutus menziesii","SAJH",5381852,488438,,"",,"Pinus contorta var. latifolia"
"SAJH  230333","SAJH-00081","Plantaginaceae","Plantago lanceolata L.","English plantain","Teresa DeKoker","37",6/13/2001 0:00:00,,"Teresa DeKoker",6/13/2001 0:00:00,"English Camp:  Young Hill trail-- approx. 100m up trail from the West Valley Rd","San Juan Island National Historical Park","SAN JUAN","WA","10/489431/5381242",76,"Coniferous forest dominated by PSEMEN and ARBMEN-- closed canopy",20,248,"mineral soil","Pseudotsuga menziesii/Arbutus menziesii","SAJH",5381242,489431,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Plantago lanceolata"
"SAJH  230334","SAJH-00081","Plantaginaceae","Plantago major L. var. major L.","common plantain","Steve Hahn","162",6/23/2001 0:00:00,,"Steve Hahn",6/23/2001 0:00:00,"English Camp:  Archeological Camp","San Juan Island National Historical Park","SAN JUAN","WA","10/489006/5381832",11,"Strip of grass growing down the middle of a disturbed-- and compacted roadway",6,31,"mineral soil","Alnus rubra/Holcus lanatus/Deschampsia elongata","SAJH",5381832,489006,,"",,"Plantago major var. major"
"SAJH  230335","SAJH-00081","Plantaginaceae","Plantago major L. var. pachyphylla Pilger","thickleaf plantain","Teresa DeKoker","103",6/26/2001 0:00:00,,"Steve Hahn",6/26/2001 0:00:00,"American Camp:  brackish lagoon full of driftwood-- just up from Fourth of July Beach","San Juan Island National Historical Park","SAN JUAN","WA","10/499840/5368275",0,"Driftlog substrate-- floating in a brackish water lagoon-- full sun",0,0,"rotten log","Triglochin maritima/Potentilla pacifica/Holcus lanatus","SAJH",5368275,499840,,"",,"Plantago major"
"SAJH  230336","SAJH-00081","Plantaginaceae","Plantago maritima L. var. juncoides (Lam.) Gray","seaside plantain","Teresa DeKoker","38",6/14/2001 0:00:00,,"Steve Hahn",6/14/2001 0:00:00,"American Camp:  northeast of Grandma's Cove-- on bluff","San Juan Island National Historical Park","SAN JUAN","WA","10/498307/5367147",6,"Bluff above the ocean",140,160,"mineral soil","Grindelia integrifolia/Aira praecox/Armeria maritima","SAJH",5367147,498307,,"",,"Plantago maritima var. juncoides"
"SAJH  230337","SAJH-00081","Plantaginaceae","Plantago maritima L. var. juncoides (Lam.) Gray","seaside plantain","Steve Hahn","193",6/28/2001 0:00:00,,"Steve Hahn",6/28/2001 0:00:00,"English Camp:  along Garrison Bay-- 1/4 mile south of the Parade Grounds","San Juan Island National Historical Park","SAN JUAN","WA","10/488936/5381081",0,"Inches above the high tide line-- on mud flats",4,229,"tideland mud","Chenopodium sp./Salicornia virginica","SAJH",5381081,488936,,"",,"Plantago maritima var. juncoides"
"SAJH  230338","SAJH-00081","Valerianaceae","Plectritis congesta (Lindl.) DC.","rosy plectritis","Steve Hahn","85",5/30/2001 0:00:00,,"Steve Hahn",6/2/2001 0:00:00,"English Camp:  along the trail to Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489510/5381154",130,"Coniferous forest dominated by arbutus and Douglas fir",3,321,"compact soil","Holodiscus discolor/Symphoricarpos albus/Moss sp.","SAJH",5381154,489510,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Plectritis congesta"
"SAJH  230339","SAJH-00081","Valerianaceae","Plectritis congesta (Lindl.) DC.","rosy plectritis","Steve Hahn","339",5/30/2001 0:00:00,,"Steve Hahn",6/2/2001 0:00:00,"English Camp:  along the trail to Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489510/5381154",130,"Coniferous forest dominated by arbutus and Douglas fir",3,321,"compact soil","Holodiscus discolor/Symphoricarpos albus/Moss sp.","SAJH",5381154,489510,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Plectritis congesta"
"SAJH  230340","SAJH-00081","Poaceae","Poa annua L.","annual bluegrass","Steve Hahn","9",5/23/2001 0:00:00,,"Steve Hahn",5/23/2001 0:00:00,"American Camp:  along the trail from Jakle's Lagoon parking lot towards Old Town Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500050/5367875",30,"Compacted and disturbed trail through the prairie",8,301,"gravel","Lomatium nudicaulis/Bromus sp./Vicia americana/Zygadenus venenosus","SAJH",5367875,500050,8/7/2008 0:00:00,"Lise Grace","Fixed typo in Scientific Name","Poa annua"
"SAJH  230341","SAJH-00081","Poaceae","Poa compressa L.","canadian bluegrass","Steve Hahn","197",7/2/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  west end of the South Beach parking area","San Juan Island National Historical Park","SAN JUAN","WA","10/499508/5367080",4,"Gravelly sand flats dominated by exotic plants-- full sun",2,5,"sand/gravel","Holcus lanatus/Hypochaeris radicata/Lathyrus japonicus","SAJH",5367080,499508,,"",,"Poa compressa"
"SAJH  230342","SAJH-00081","Poaceae","Poa compressa L.","canadian bluegrass","Steve Hahn","428",7/2/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  west end of the South Beach parking area","San Juan Island National Historical Park","SAN JUAN","WA","10/499508/5367080",4,"Gravelly sand flats dominated by exotic plants-- full sun",2,5,"sand/gravel","Holcus lanatus/Hypochaeris radicata/Lathyrus japonicus","SAJH",5367080,499508,,"",,"Poa compressa"
"SAJH  230343","SAJH-00081","Poaceae","Poa confinis (Vasey)","coastline bluegrass","Teresa DeKoker","16",6/7/2001 0:00:00,,"Steve Hahn",6/7/2001 0:00:00,"American Camp:  low end of the sand dune community","San Juan Island National Historical Park","SAN JUAN","WA","10/500150/5367325",12,"Sand dune swales-- containing higher concentrations of plants than actual dunes",1,160,"sand","Circium arvense/Bromus sp./Abronia latifolia","SAJH",5367325,500150,,"",,"Poa confinis"
"SAJH  230344","SAJH-00081","Poaceae","Poa confinis (Vasey)","coastline bluegrass","Steve Hahn","385",6/7/2001 0:00:00,,"Steve Hahn",6/7/2001 0:00:00,"American Camp:  low end of the sand dune community","San Juan Island National Historical Park","SAN JUAN","WA","10/500150/5367325",12,"Sand dune swales-- containing higher concentrations of plants than actual dunes",1,160,"sand","Circium arvense/Bromus sp./Abronia latifolia","SAJH",5367325,500150,,"",,"Poa confinis"
"SAJH  230345","SAJH-00081","Poaceae","Poa pratensis L.","Kentucky bluegrass","Steve Hahn","131",6/13/2001 0:00:00,,"Steve Hahn",6/13/2001 0:00:00,"English Camp:  south side of meadow below Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489650/5381020",101,"Partial sun-- growing under large Garry oak",24,198,"mineral soil","Lonicera hispidula/Symphoricarpus albus/Osmorhiza chilensis/Marah oreganus","SAJH",5381020,489650,,"",,"Poa pratensis"
"SAJH  230346","SAJH-00081","Poaceae","Poa pratensis L.","Kentucky bluegrass","Steve Hahn","27",5/23/2001 0:00:00,,"Steve Hahn",5/24/2001 0:00:00,"American Camp:  meadow below the Jakle's Lagoon parking lot-- near Old Town Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500075/5368000",29,"Grass dominated prairie",10,21,"deep soil","Vicia hirsuta/Vicia sativa/Festuca sp.","SAJH",5368000,500075,,"",,"Poa pratensis"
"SAJH  230347","SAJH-00081","Poaceae","Poa pratensis L.","Kentucky bluegrass","Steve Hahn","268",7/12/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  sand dunes east of Pickett's Lane","San Juan Island National Historical Park","SAN JUAN","WA","10/499970/5367525",27,"Edge of sand dunes in open meadows-- full sun",1,165,"sand","Holcus lanatus/Hypochaeris radicata","SAJH",5367525,499970,,"",,"Poa pratensis"
"SAJH  230348","SAJH-00081","Poaceae","Poa pratensis L.","Kentucky bluegrass","Steve Hahn","408",6/13/2001 0:00:00,,"Steve Hahn",6/13/2001 0:00:00,"English Camp:  south side of meadow below Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489650/5381020",101,"Partial sun-- growing under large Garry oak",24,198,"mineral soil","Lonicera hispidula/Symphoricarpus albus/Osmorhiza chilensis/Marah oreganus","SAJH",5381020,489650,,"",,"Poa pratensis"
"SAJH  230349","SAJH-00081","Poaceae","Poa pratensis L.","Kentucky bluegrass","Steve Hahn","424",7/12/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  sand dunes east of Pickett's Lane","San Juan Island National Historical Park","SAN JUAN","WA","10/499970/5367525",27,"Edge of sand dunes in open meadows-- full sun",1,165,"sand","Holcus lanatus/Hypochaeris radicata","SAJH",5367525,499970,,"",,"Poa pratensis"
"SAJH  230350","SAJH-00081","Poaceae","Poa trivialis L.","rough bluegrass","Steve Hahn","186",6/27/2001 0:00:00,,"Steve Hahn",6/28/2001 0:00:00,"American Camp:  small wetland hiding in an Alder grove SE of 4th of July Beach","San Juan Island National Historical Park","SAN JUAN","WA","10/499530/5368193",8,"Wetland without water on this late date-- vernally wet-- full shade",3,65,"mineral soil","Carex obnupta/Oenanthe sarmentosa/Ranunculus repens","SAJH",5368193,499530,,"",,"Poa trivialis"
"SAJH  230351","SAJH-00081","Poaceae","Poa trivialis L.","rough bluegrass","Steve Hahn","226",7/16/2001 0:00:00,,"Teresa DeKoker",7/17/2001 0:00:00,"American Camp:  wetland AC20 in the northwest corner of the park","San Juan Island National Historical Park","SAN JUAN","WA","10/497924/5368395",44,"Edge of Carex obnupta wetland-- full sun-- growing on an old burn pile",1,128,"mineral soil","Phalaris arundinacea/Veronica scutellata/Holcus lanatus","SAJH",5368395,497924,,"",,"Poa trivialis"
